受付番号,受付日,発行日,依頼者名,部,課,担当者,品番,品名,色,試験基準,製品検査,生地検査,付属,ロット
61526006447,2026-03-30,2026-04-01,??浅叶有限公司,岡山,,高木,1Z6449A ,ミニタオル,03ピンク、14ベージュ、35イエロー,しまむら,合格,合格,,
Q2726004563,2026-03-30,2026-04-02,青&#23707;天一泰和国&#38469;&#36152;易有限公司(天森豪?票)普票EXL,レディ－スカジュアル,,レディ-スカジュアル,Y5631GR ,半袖Tシャツ,N7本体、N7製品、チャコールリブ,しまむら,合格,合格,,
Q2726004566,2026-03-30,2026-04-01,青&#23707;天一泰和国&#38469;&#36152;易有限公司(天森豪?票)普票EXL,レディ－スカジュアル,,レディ-スカジュアル,Y5637WR ,半袖Tシャツ,10本体、N7本体、N7製品,しまむら,合格,合格,,
61526006582,2026-03-30,2026-04-01,上海&#39134;&#39532;&#36827;出口有限公司,岡山,,飼田,E5630YZ ,,N9ブラックリブ、製品,しまむら,合格,合格,,
61526006580,2026-03-30,2026-04-01,上海&#39134;&#39532;&#36827;出口有限公司,岡山,,飼田,E5630LZ ,Tシャツ,52ターコイズ,しまむら,,合格,,
61526006497,2026-03-27,2026-04-01,南通新恒祥&#32442;&#32455;服装有限公司,岡山,,?田,SNK-623S/31630HR ,生地(パジャマ),03ピンク、67ネイビー,しまむら,合格,,,
Q2726004461,2026-03-27,2026-03-31,山&#19996;省&#28493;坊市&#36827;出口有限公司,婦人ナイティー,,婦人ナイティー,406418R/406428R/406438R/406458R/406368R/406378R ,パジャマ,03兎柄、03猫柄、13犬柄、67無地、67犬柄、82無地、N3無地、N7無地、N7クロミ柄、N8無地、N8猫柄,しまむら,合格,,,
Q2726004435,2026-03-27,2026-03-31,青&#23707;&#31166;金源&#32463;&#36152;有限公司（??&#21326;源）(青&#23707;恒新山),レディ－スカジュアル,,レディ-スカジュアル,Y5638RR ,婦人シャツ,N9ブラック本体、N9ブラック製品、白刺繍,しまむら,合格,合格,,
Q2726004524,2026-03-27,2026-03-31,青&#23707;伊美瑛国&#38469;&#36152;易有限公司,レディ－スカジュアル,,レディ-スカジュアル,Y6631RR ,スキッパー半袖,N9製品、白刺繍、白天テープ,しまむら,,合格,,
Q2726004504,2026-03-27,2026-03-31,青&#23707;&#31166;金源&#32463;&#36152;有限公司（??&#21326;源）(青&#23707;恒新山),メンズカジュアル,,メンズカジュアル,ZR630QR ,アクティブジャケット,N9本体、N9製品,しまむら,合格,合格,,
Q2726004491,2026-03-27,2026-03-31,青&#23707;佰利源&#32442;&#32455;有限公司,紳士アンダ－ウェア,,紳士アンダ-ウェア,BL5P38Z-1 ,パウパトロールベビー3Pトレーニングパンツ,63、65、N0、白裏パイル、スカイブルー、ネイビー,しまむら,合格,,,
Q2726004416,2026-03-27,2026-03-31,青&#23707;&#31166;金源&#32463;&#36152;有限公司（??&#21326;源）(青&#23707;恒新山),キッズカジュアル,,キッズカジュアル,F563AQZ ,トレーナー,N3グレー製品、N8クロ本体、N8クロ製品、N8クロリブ,しまむら,合格,合格,,
Q2726004413,2026-03-27,2026-03-31,青&#23707;天一泰和国&#38469;&#36152;易有限公司(天森豪?票)普票EXL,レディ－スカジュアル,,レディ-スカジュアル,Y5632XR/Y5630GR ,生地,50本体、50リブ,しまむら,合格,,,
61026006651,2026-03-27,2026-03-31,南通?川服飾有限公司,,,婦人課　大幡,Y4633AA ,,N9ブラック本体、製品,しまむら,合格,合格,,
61026006656,2026-03-27,2026-03-31,南通?川服飾有限公司,,,,Y4632AA ,ショートパンツ,N9ブラック本体、製品,しまむら,合格,合格,,
61026006664,2026-03-27,2026-03-31,如皋帝晨服&#39280;有限公司,岡山,,,21631CR  No.1/2/3:GNE-6012M  No.4/5:GNE-6012LR ,生地(パジャマ),67ネイビー本体、67ネイビーリブ、N7チャコール本体、N7チャコールリブ、N9ブラック本体,しまむら,合格,,,
Q2726004544,2026-03-27,2026-03-31,青&#23707;天一泰和国&#38469;&#36152;易有限公司(天森豪?票)普票EXL,レディ－スカジュアル,,レディ-スカジュアル,Y5633GR ,半袖Tシャツ,33刺繍、N7刺繍、N7本体、N7製品、N7リブ,しまむら,合格,合格,,
61026006591,2026-03-27,2026-03-31,祥安服装如&#19996;有限公司,岡山,,平松,TP612SQ/TP611SQ/KP613SQ/TP626SR/KP627SR/B2615SR/B2617SR ,生地(Reebok血行促進 紳士長袖丸首インナー1P/Reebok血行促進 紳士 半袖丸首Tインナー1P)No.1/2/3:CNRT21   No.4:CNB6007No.5/6:CNB3509,63サックス本体、67ネイビー本体、N7チャコール別布、N7チャコール本体、N9ブラック別布、N9ブラック本体,しまむら,合格,,,
Q2726004453,2026-03-27,2026-03-31,高密亨利制衣有限公司,アンダーウェア,,婦人アンダーウェア　笹田,9H620HR ,スタンダードショーツ,黒×白ゴム、黒本体、黒製品、グレー製品、ブルー製品,しまむら,合格,合格,,
Q2726004437,2026-03-27,2026-03-31,青&#23707;&#31166;金源&#32463;&#36152;有限公司（??&#21326;源）(青&#23707;恒新山),キッズカジュアル,,キッズカジュアル,RT637QZ ,ロンパース,10製品、57製品、黒×白
織ワッペン,しまむら,合格,合格,,
Q2726004441,2026-03-27,2026-03-31,青&#23707;天一泰和国&#38469;&#36152;易有限公司(天森豪?票)普票EXL,レディ－スカジュアル,,レディ-スカジュアル,Y5632GR ,半袖Tシャツ,N9本体、N9リブ,しまむら,合格,合格,,
Q2726004361,2026-03-27,2026-03-31,青&#23707;承越皮革制品有限公司,ライフグッズ,,ライフグッズ,1Z554NR ,チャーム付シュシュ,03、13、N9、白レース,しまむら,合格,,,
Q2726004360,2026-03-27,2026-03-31,青&#23707;承越皮革制品有限公司,ライフグッズ,,ライフグッズ,1T553NR/1T552NR ,キルトトートバッグL/キルトトートバッグS,03本体、03裏地、03テープ、13本体、13テープ、N6本体、N6テープ、ミニー刺,しまむら,合格,,,
Q2726004445,2026-03-27,2026-03-30,青&#23707;依美&#26102;尚国&#38469;&#36152;易有限公司,レディ－スカジュアル,,レディ-スカジュアル,A4626PR/A4624ER ,紐,67、N7、N9,しまむら,合格,,,
Q2726004446,2026-03-27,2026-03-30,青&#23707;依美&#26102;尚国&#38469;&#36152;易有限公司,レディ－スカジュアル,,レディ-スカジュアル,A462CRR/A4624PR ,腰ひも,スミクロ、チャコール、ブラック、ブラウン,しまむら,合格,,,
Q2726004420,2026-03-27,2026-03-31,青&#23707;呈?服装有限公司,レディ－スカジュアル,,レディ-スカジュアル,Y6630QC ,長袖フルZIPパーカー,N7本体,しまむら,合格,合格,,
Q2726004418,2026-03-27,2026-03-31,青&#23707;&#31166;金源&#32463;&#36152;有限公司（??&#21326;源）(青&#23707;恒新山),キッズカジュアル,,キッズカジュアル,F4634QZ ,パンツ,N3グレー製品、N8クロ本体、N8クロ製品、白シックテープ,しまむら,合格,合格,,
Q2726004452,2026-03-27,2026-03-31,高密亨利制衣有限公司,アンダーウェア,,婦人アンダーウェア　笹田,9S622MR/9S623MR/9S622QR/9S623QR/9S621CR/9S6214R ,ショーツ,紫×濃紫
KUROMI、紫×黒
MIFFY、黒×白
(MIFFY+兔)、黒×グレーCONVERSE、グレー×
ゴールドCECIL、ライトブルー×白,しまむら,合格,,,
Q2726004450,2026-03-27,2026-03-31,高密亨利制衣有限公司,アンダーウェア,,婦人アンダーウェア　笹田,9H625XR/9H6274R ,ショーツ,黒×紫9H6274R、黒×サックス9H6274R、黒×ピンク9H6274R、グレー9H625XR、チャコール9H625XR、ベージュ9H625XR,しまむら,合格,,,
Q2726004451,2026-03-27,2026-03-31,高密亨利制衣有限公司,アンダーウェア,,婦人アンダーウェア　笹田,9H628ER/9H629AR/9H621CR/9H623RR ,ショーツ,紺×オフ
EASTBOY
9H628ER、黒×オフ
ARNOLD PALMER 9H629AR、オフ×紫
Reebok
9H623RR、オフ×黒
CONVERSE
9H621CR、オフ×チャコール
Reebok
9H623RR、オフ×ワイン
Reebok
9H623RR,しまむら,合格,,,
Q2726004473,2026-03-27,2026-03-31,青&#23707;&#31166;金源&#32463;&#36152;有限公司（??&#21326;源）(青&#23707;恒新山),子供ナイティー,,子供ナイティー,66640ER ,パジャマ,N7製品、白シックテープ、黒本体、チャコールリブ,しまむら,合格,合格,,
61026006525,2026-03-26,2026-03-30,上海涵浚?&#19994;有限公司,岡山,,小野寺,1M6439A ,マフラータオル,アイボリー,しまむら,,合格,,
Q2726004386,2026-03-26,2026-03-30,&#35832;城和&#35802;服装&#38024;&#32455;有限公司,紳士ナイティー,,紳士ナイティー,116320R ,紳士パジャマ,67製品、白シックテープ、グレー
パイピング,しまむら,合格,合格,,
Q2726004388,2026-03-26,2026-03-30,&#35832;城和&#35802;服装&#38024;&#32455;有限公司,紳士ナイティー,,紳士ナイティー,116340R ,紳士パジャマ,65製品、白シックテープ、ネイビー
パイピング,しまむら,合格,合格,,
Q2726004384,2026-03-26,2026-03-30,&#35832;城和&#35802;服装&#38024;&#32455;有限公司,紳士ナイティー,,紳士ナイティー,116340R ,紳士パジャマ,65,しまむら,合格,,,
Q2726004458,2026-03-26,2026-03-30,山&#19996;省&#28493;坊市&#36827;出口有限公司,子供ナイティー,,子供ナイティー,716318R/71630RR/76632RR ,パジャマ,03身生地、54-3身生地、54-3リブ、54身生地,しまむら,合格,,,
61526006289,2026-03-26,2026-03-30,上海&#39134;&#39532;&#36827;出口有限公司,岡山,,飼田,X4620RA ,ロングパンツ,N9ブラック本体、製品、黒×白ドット引手、ブラックスピンドル紐,しまむら,合格,合格,,
61526006287,2026-03-26,2026-03-30,上海&#39134;&#39532;&#36827;出口有限公司,岡山,,和田,X4620MA ,,N9ブラック本体、製品、黒×白ドット引手、ブラックスピンドル紐,しまむら,合格,合格,,
Q2726004382,2026-03-26,2026-03-30,&#35832;城和&#35802;服装&#38024;&#32455;有限公司,紳士ナイティー,,紳士ナイティー,116310R ,紳士パジャマ,N3製品、白シックテープ、グレー
パイピング,しまむら,合格,合格,,
Q2726004390,2026-03-26,2026-03-30,&#35832;城和&#35802;服装&#38024;&#32455;有限公司,紳士ナイティー,,紳士ナイティー,116360R ,パジャマ,67製品、N3製品、白シックテープ、ネイビー
パイピング,しまむら,合格,合格,,
61026006481,2026-03-26,2026-03-30,祥安服装如&#19996;有限公司,岡山,,平松,B2615SR/BW6C2ER/BW632ER/CG-124RB/CG-51MLB ,,ネイビー、ブラック、ブラウン、ブルー、ホワイト,しまむら,合格,,,
Q2726004400,2026-03-26,2026-03-30,山&#19996;省&#28493;坊市&#36827;出口有限公司,婦人ナイティー,,婦人ナイティー,406448R ,パジャマ,67、N3,しまむら,合格,,,
Q2726004427,2026-03-26,2026-03-30,青&#23707;&#31166;金源&#32463;&#36152;有限公司（??&#21326;源）(青&#23707;恒新山),レディ－スカジュアル,,レディ-スカジュアル,Y5633PC ,婦人シャツ,N7チャコール,しまむら,,合格,,
Q2726004398,2026-03-26,2026-03-30,青&#23707;&#31166;金源&#32463;&#36152;有限公司（??&#21326;源）(青&#23707;恒新山),子供ナイティー,,子供ナイティー,6663UYR/6663YHR ,パジャマ,15、35-3、67A、68-3、N3A、N9,しまむら,合格,,,
61526006463,2026-03-26,2026-03-30,上海&#39134;&#39532;&#36827;出口有限公司,岡山,,和田 ,X4631MA ,ハーフパンツ,N9Aブラック本体、製品、ブラックスピンドル、ブラウンスピンドル,しまむら,合格,合格,,
Q2726004335,2026-03-26,2026-03-31,青&#23707;&#31166;金源&#32463;&#36152;有限公司（??&#21326;源）(青&#23707;恒新山),メンズカジュアル,,メンズカジュアル,G5630AZ ,ラメニットテープ,シルバー,しまむら,合格,,,
61526006465,2026-03-26,2026-03-27,上海&#39134;&#39532;&#36827;出口有限公司,岡山,,和田 ,X4630MA ,ハーフパンツ,N9ブラック本体、製品N9Aブラック,しまむら,合格,合格,,
Q2726004423,2026-03-26,2026-03-30,青&#23707;&#31166;金源&#32463;&#36152;有限公司（??&#21326;源）(青&#23707;恒新山),レディ－スカジュアル,,レディ-スカジュアル,Y5632QC ,T SHIRT,N9,しまむら,,合格,,
61026006491,2026-03-26,2026-03-30,?家港市佳怡&#31166;服&#39280;有限公司,岡山,,田中,A4637ER ,ショートパンツ,N9ブラック本体、製品,しまむら,合格,合格,,
Q2726004343,2026-03-26,2026-03-27,青&#23707;&#31166;金源&#32463;&#36152;有限公司（??&#21326;源）(青&#23707;恒新山),レディ－スカジュアル,,レディ-スカジュアル,F5636MZ/Y5632QC/Y5633PC/Y5634PC ,生地,熊×白POLO刺繍、熊×紺POLO刺繍、白刺繍、紺×赤
ワッペン、紺×グレー
ワッペン、紺刺繍、緑刺繍、赤ワッペン
Coleman、ブラウン×黄
ワッペン,しまむら,合格,,,
Q2726004425,2026-03-26,2026-03-30,青&#23707;&#31166;金源&#32463;&#36152;有限公司（??&#21326;源）(青&#23707;恒新山),レディ－スカジュアル,,レディ-スカジュアル,Y5634PC ,T SHIRT,67,しまむら,,合格,,
61526006445,2026-03-26,2026-03-31,上海&#39134;&#39532;&#36827;出口有限公司,岡山,,飼田,R5631WZ ,Tシャツ,13アイボリー、50ライトグリーン,しまむら,,合格,,
61026006432,2026-03-25,2026-03-27,上海昊客商&#36152;有限公司,,,?山,R2630PZ ,生地(ポロシャツ+ブルマセット),13アイボリー、67ネイビー,しまむら,合格,,,
61026006443,2026-03-25,2026-03-27,上海星雅服&#39280;有限公司,岡山,,西堀,7J631DR ,うさまるベビーフリース45クッション,03ピンク、03ピンク用刺繍,しまむら,合格,合格,,
61026006435,2026-03-25,2026-03-27,南通?川服飾有限公司,,,,Y4632WA ,ハーフパンツ(セミフレア),N2オートミールスピンドル、製品,しまむら,合格,合格,,
Q2726004143,2026-03-25,2026-03-27,青&#23707;&#31166;金源&#32463;&#36152;有限公司（??&#21326;源）(青&#23707;恒新山),子供ナイティー,,子供ナイティー,66636JR ,パジャマ,63-1、N9,しまむら,合格,,,
61026006403,2026-03-25,2026-03-27,南通?川服飾有限公司,,,,F5637WZ ,,63サックス、N3グレー(杢),しまむら,,合格,,
61026006399,2026-03-25,2026-03-27,祥安服装如&#19996;有限公司,岡山,,平松,KP613SQ/B26319R   No.1:CG-26RB   No.2/3:CG-34SRC ,ゴム(Reebok 血行促進 紳士 ロングスパッツ/サンリオ×ヒヤロン ボクサー),ブラック、ホワイト,しまむら,合格,,,
61026006396,2026-03-25,2026-03-25,上海昊客商&#36152;有限公司,,,,RW630PZ  R2630PZ　RT63YPZ ,,63サックス、67ネイビー,しまむら,合格,,,
61026006375,2026-03-25,2026-03-27,祥安服装如&#19996;有限公司,岡山,,平松,BW621EQ/CNRT4 ,,N9ブラック,しまむら,合格,,,
61026006408,2026-03-25,2026-03-27,南通?川服飾有限公司,,,,F5635WZ ,Tシャツ,13アイボリー、17モカチャ,しまむら,,合格,,
61026006446,2026-03-25,2026-03-27,南通?川服飾有限公司,,,,Y5639AA ,半袖DROP T,製品、黒刺繍、黒刺繍糸,しまむら,合格,合格,,
61026006451,2026-03-25,2026-03-27,上海星雅服&#39280;有限公司,岡山,,西堀,7K630DR ,うさまる ベビーフリース ティッシュカバー,03ピンク本体、03ピンク裏地、10オフホワイト本体、10オフホワイト裏地、製品、ブラウン刺繍(10オフホワイトと03ピンク共通)、ワッペン刺繍(10オフホワイトと03ピンク共通),しまむら,合格,合格,,
Q2726004305,2026-03-25,2026-03-27,青&#23707;&#31166;金源&#32463;&#36152;有限公司（??&#21326;源）(青&#23707;恒新山),子供ナイティー,,子供ナイティー,666320R ,パジャマ,57-4、N9,しまむら,合格,,,
Q2726004330,2026-03-25,2026-03-27,Grand Concord Garment(Hong Kong) Limited&#35832;城裕泰&#38024;&#32455;有限公司（广豪）,アンダーウェア,,婦人アンダーウェア　笹田,9K627DR/9N628DR ,インナー,N3、N9,しまむら,合格,,,
Q2726004242,2026-03-25,2026-03-27,青&#23707;紫?国&#38469;&#36152;易有限公司,ライフグッズ,,ライフグッズ,1P6118B ,巾着,05本体、10本体、35本体、65本体、濃ピンク紐、イエロー紐、ブラウン紐,しまむら,合格,,,
Q2726004241,2026-03-25,2026-03-27,青&#23707;紫?国&#38469;&#36152;易有限公司,ライフグッズ,,ライフグッズ,1P6528B ,巾着,03本体、63本体、82本体、ピンク紐、ローズ紐,しまむら,合格,,,
